SMILES,pIC50
C=CC(=O)Nc1ccccc1Nc1ccc(/C=C\c2cc(OC)cc(OC)c2)cn1,5
C=CC(=O)Nc1ccccc1Nc1ccc(/C=C/c2cc(OC)cc(OC)c2)cn1,5
C=CC(=O)Nc1ccccc1Nc1ccc(CCc2cc(OC)cc(OC)c2)cn1,5.111259039
C=CC(=O)Nc1ccccc1Nc1ccc(CCc2c(F)c(OC)cc(OC)c2F)cn1,6.623423043
C=CC(=O)Nc1ccccc1Nc1ccc(CNc2c(F)c(OC)cc(OC)c2F)cn1,5.580044252
C=CC(=O)Nc1cccc(OC)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,5
C=CC(=O)Nc1cnn(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,7.070581074
C=CC(=O)Nc1cccc(C)c1Nc1ncc(CCc2c(F)c(OC)cc(OC)c2F)cn1,5.614930224
C=CC(=O)Nc1cccc(C)c1Nc1ccc(NC(=O)c2c(F)c(OC)cc(OC)c2F)cn1,5.067576974
C=CC(=O)Nc1ccccc1Nc1cnc(NCc2c(F)c(OC)cc(OC)c2F)cn1,5.310513552
C=CC(=O)Nc1cccc(C)c1Nc1ccc(OCc2c(F)c(OC)cc(OC)c2F)cn1,5
C=CC(=O)Nc1cccc(C)c1Nc1ncc(C#Cc2cc(OC)cc(OC)c2)cn1,5
C=CC(=O)Nc1cccc(F)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,7.602059991
C=CC(=O)Nc1cc(N2CCOCC2)ccc1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,9.301029996
COc1cc2nccc(Oc3ccc(NC(=S)Nc4cc[nH]n4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CCC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)Nc4cccnc4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NCCc4ccccc4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NCC(F)(F)F)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NCc4ccc(F)cc4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NCc4cccnc4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)N[C@H](C)CO)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)N[C@@H](C)CO)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NCC(C)(C)O)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CC4)c(C(F)(F)F)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CC=C(F)CC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CCC(F)(F)CC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)Nc4ccccc4F)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)Nc4cnn(C(C)C)c4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)Nc4cnc(C)s4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4(C#N)CC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)N4CCOCC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)N4CC(F)C4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc4c(c3)CCCN4C(=S)NC3CC3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc4c(c3)CCCN4C(=S)NCC(F)F)c2cc1C(N)=O,6.698970004
CCN(CC)CCOc1cc2nccc(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)c2cc1C(=O)NCC(F)F,6.698970004
CCN(CC)CCNC(=O)c1cc2c(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)ccnc2cc1OC,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)c2cc1C(=O)N1CCCCC1,6.698970004
COc1cc2nccc(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)c2cc1C(=O)NO,6.698970004
COCCNC(=O)c1cc2c(Oc3ccc(NC(=S)NC4CC4)c(Cl)c3)ccnc2cc1OC,6.698970004
COc1cc2nccc(Oc3ccc(N4C(=O)CN(C)C4=S)c(Cl)c3)c2cc1C(N)=O,6.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1=CC=CC1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1=CC(O)=CC1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1CCN(CC(=O)O)CC1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCc1cccnc1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1CCCCC1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCC1=NN=CC1,7
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCc1cnc(F)nc1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCc1ccc(O)cc1,7.698970004
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCc1cccc(CCF)c1,7.698970004
CNC(=O)CN1CCC(COc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)NC)CC5)cc4F)c3cc2OC)CC1,7.698970004
CNC(=O)CN1CCC(COc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6cccnc6)CC5)cc4F)c3cc2OC)CC1,7.698970004
CNC(=O)CN1CCC(COc2cc3nccc(Oc4ccc(N)cc4F)c3cc2OC)CC1,7.698970004
CNC(=O)CN1CCC(COc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)NCC6=CC=CC6)CC5)cc4F)c3cc2OC)CC1,7.698970004
CNC(=O)CN1CCC(COc2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)NCC6=NN=CC6)CC5)cc4F)c3cc2OC)CC1,7.698970004
COc1cc(C)cc2cc(-c3cn(C4CCN(C(=O)/C=C/CN5CCCC5)C4)c4ncnc(N)c34)sc12,8
CCC(=O)N1CCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
COc1cc(C)cc2cc(-c3cn(C4CN(C(=O)/C=C/CN5CCCC5)C4)c4ncnc(N)c34)sc12,8
COc1cc(C)cc2cc(-c3cn(C4CN(C(=O)/C=C/CN(C)C)C4)c4ncnc(N)c34)sc12,8
COc1cc(C)cc2cc(-c3cn(C4CN(C(=O)/C(C#N)=C/C5CC5)C4)c4ncnc(N)c34)sc12,8
C=C(F)C(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=C(CN1CCOCC1)C(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C#CC(=O)N1CC[C@H](n2nc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=CC(=O)N1CC(n2cc(-c3cc4c(OC)ccc(OC)c4s3)c3c(N)ncnc32)C1,8
C=C(CN1CCCC1)C(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=C(CN(C)C)C(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=C(CN1CCOCC1)C(=O)N1CC[C@H](n2nc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=C(CN1CCOCC1)C(=O)N1CC(n2nc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=CC(=O)N1CC[C@H](n2cc(-c3cc4cc(F)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=CC(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)CC1C(=O)N(C)CCN(C)C,8
COCCN(C)C/C=C/C(=O)N1CCC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
COc1cc(C)cc2cc(-c3cn(C4CCN(C(=O)OC(C)(C)C)C4)c4ncnc(N)c34)sc12,8
C=C(CN1CCOCC1)C(=O)N1CC[C@H](n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=CC(=O)N1CCC(n2cc(-c3cc4cc(OC)cc(OC)c4s3)c3c(N)ncnc32)C1,8
C=CC(=O)N1CC(n2cc(-c3cc4cc(C)cc(OC)c4s3)c3c(N)nc(Cl)nc32)C1,8
COc1cc(C)cc2cc(-c3cn(CCN4CCOCC4)c4ncnc(N)c34)sc12,8
C=CC(=O)N1CCC(n2cc(-c3ccoc3)c3c(N)ncnc32)C1,7
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)C21CC1,7.522878745
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2C1CCCC1,7.522878745
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2c1cccnc1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2c1ccccc1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2CCOC,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2Cc1cccnc1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)C2(C)C,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2C1CCC1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2CC1CCN(C)CC1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2CC1CCN(C(=O)OC)CC1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2CC1CCN(C(=O)NC(C)C)CC1,6.698970004
C=CC(=O)NCc1cc2c(cn1)CN(c1c(F)c(OC)cc(OC)c1F)C(=O)N2CC1CCN(S(C)(=O)=O)CC1,6.698970004
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)ccc2=O)c1,7.742321425
COc1cccc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)ccc2=O)c1,6.585695312
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C(C)(C)CO)c4)cnc3N)ccc2=O)c1,7.838631998
Cc1ccccc1-n1nc(-c2nc(-c3cnn(C)c3)cnc2N)ccc1=O.O=C(O)C(F)(F)F,6.076652344
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C(C)C)c4)cnc3N)ccc2=O)c1.O=C(O)C(F)(F)F,7.759450752
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(CC5CC5)c4)cnc3N)ccc2=O)c1.O=C(O)C(F)(F)F,7.101274818
COc1cc(OC(C)C)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)ccc2=O)c1,6.398048596
COc1cc(OC)c(Cl)c(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)ccc2=O)c1Cl,8.420216403
COc1cc(OC)c(Br)c(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)ccc2=O)c1Br.O=C(O)C(F)(F)F,7.2915791
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C[C@@H]5CNC(C)(C)CO5)c4)cnc3N)ccc2=O)c1,7.721246399
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C[C@@H]5CN[C@H](C)CO5)c4)cnc3N)ccc2=O)c1,7.769551079
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C[C@H]5CN[C@H](C)CO5)c4)cnc3N)ccc2=O)c1,7.850780887
COCCN1CCC(n2cc(-c3cnc(N)c(-c4ccc(=O)n(-c5cc(OC)cc(OC)c5)n4)n3)cn2)CC1,7.935542011
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C5CCN(CC(F)F)CC5)c4)cnc3N)ccc2=O)c1.O=C(O)C(F)(F)F,7.812479279
COc1ccc(C)c(-n2nc(-c3nc(-c4cnn(C5CCNCC5)c4)cnc3N)ccc2=O)c1,7.251811973
COc1ccc(C)c(-n2nc(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)ccc2=O)c1,7.038578906
COCCN1CCC(n2cc(-c3cnc(N)c(-c4ccc(=O)n(-c5cc(OC)ccc5C)n4)n3)cn2)CC1.O=C(O)C(F)(F)F,6.848323769
COCCN1CCC(n2cc(-c3cnc(N)c(-c4ccc(=O)n(-c5cc(OC)cc(OC)c5F)n4)n3)cn2)CC1.O=C(O)C(F)(F)F,8.200659451
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)cc(C)c2=O)c1,8.15490196
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)cc(CC(C)C)c2=O)c1.O=C(O)C(F)(F)F,5.508470225
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)cc(C(C)C)c2=O)c1,8.251811973
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)cc(C3CC3)c2=O)c1,8.508638306
COc1cc(OC)cc(-n2nc(-c3nc(-c4cnn(C)c4)cnc3N)cc(C3CCC3)c2=O)c1,8.22184875
COCCN1CCC(n2cc(-c3cnc(N)c(-c4cc(C)c(=O)n(-c5cc(OC)cc(OC)c5)n4)n3)cn2)CC1,8.397940009
CNC(=O)c1ccc(C)c(-n2nc(-c3nc(-c4cnn(C5CCNCC5)c4)cnc3N)cc(C)c2=O)c1.Cl.Cl,7.571865206
COc1cc(OC)cc(-n2nc(-c3cc(-c4cnn(C)c4)cnc3N)ccc2=O)c1,6.71354353
COc1cc(OC)cc(-n2nc(-c3cc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)ccc2=O)c1,7.503070352
COCCN1CCC(n2cc(-c3cnc(N)c(-c4ccc(=O)n(-c5c(Cl)c(OC)cc(OC)c5Cl)n4)c3)cn2)CC1,7.935542011
CNC(=O)c1cccc(-n2nc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)ccc2=O)c1,7.007888512
COc1cc(OC)c(Cl)c(-n2nc(-c3nc(-c4cnn(CC(=O)N5CCCCC5)c4)cnc3N)ccc2=O)c1Cl,8.008773924
COc1cc(OC)c(Cl)c(-n2nc(-c3nc(-c4cn(C)nc4C(F)(F)F)cnc3N)ccc2=O)c1Cl,7.510041521
COc1cc(OC)c(Cl)c(-n2nc(-c3nc(-c4c(C)nn(C)c4C)cnc3N)ccc2=O)c1Cl,7.576754126
CCOCCN1CC(n2cc(-c3cnc(N)c(-c4cc(C)c(=O)n(-c5c(Cl)c(OC)cc(OC)c5Cl)n4)n3)cn2)C1,7.761953897
COCCN1CCC(n2cc(-c3cnc(N)c(-c4ccc(=O)n(-c5c(F)c(OC)cc(OC)c5F)n4)n3)cn2)CC1,8.619788758
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(OCC5(N)CC5)cc4)c3)ccc12,8
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(OCCN5CCCC5)cc4)c3)ccc12,8
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(C5CCNCC5)cc4)c3)ccc12,8
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5CC(C)OC(C)C5)cc4)c3)ccc12,8
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4ccc(N5C[C@H](C)N[C@H](C)C5)cc4OC)c3)ccc12,6
CNC(=O)c1cccc2cc(Oc3ccnc(NC(=O)c4cnc(N5C[C@H](C)N[C@H](C)C5)nc4)c3)ccc12,7
CCOC(=O)c1nc2cc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)ccc2[nH]1,5
C=CC(=O)Nc1cn(CC)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.849857838
C=CC(=O)Nc1cn(CCCO)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.912218582
C=CC(=O)Nc1cn(CCCN(C)C)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.873543887
C=CC(=O)Nc1cn(C)nc1Nc1cc(N(C)C(=O)Nc2c(F)c(OC)cc(OC)c2Cl)ncn1,5.585360853
C=CC(=O)Nc1cnn(C)c1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1.O=C(O)C(F)(F)F,5.051929518
C=CC(=O)Nc1cn(CCOC)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,6.129596095
C=CC(=O)Nc1cn(C[C@@H](O)CO)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,6.283996656
C=CC(=O)Nc1cn(CCN(C)C)nc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,6.337242168
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cncc(C#N)c4)cc3C3(CC3)C2=O)c1F,6.698970004
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cn(C)nc4C)cc3N(Cc3ccn(C)c(=O)c3)C2=O)c1F,7.522878745
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cn(C)nc4C)cc3N(Cc3ccnc(C)n3)C2=O)c1F,8
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cn(C)nc4C)cc3N(Cc3cnn(CC4CCCO4)c3)C2=O)c1F,7.522878745
COc1cc(OC)c(F)c(N2Cc3cnc(-c4ccc(C5(C#N)CCC5)nc4)cc3N(CC3CC3)C2=O)c1F,7.522878745
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc(-c3ccn(C)n3)cc21,7.522878745
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cnn(C)c4)cc3N(c3ccc(C#N)cc3)C2=O)c1F,7.522878745
COc1cc(OC)c(F)c(N2Cc3cnc(-c4cnn(C)c4)cc3C3(CC3)C2=O)c1F,8
Nc1c(C(=O)c2cc3ccc(Br)cc3[nH]2)cnn1-c1ccc2[nH]c(C3CC3)nc2c1,8.301029996
C=CC(=O)N[C@@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CN(C(=O)/C=C/CN(C)C)C3)c2n1,10
C=CC(=O)N[C@@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCCN3CCN(C(=O)C=C)CC3)c2n1,10
C=CC(=O)N[C@@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCC3CN(C(=O)C#CC)CCN3C)c2n1,10
C=CC(=O)N[C@@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCC3CN(C)CCN3C(=O)C=C)c2n1,10
C=CC(=O)N[C@@H]1COC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCC3CN(C)CCN3C(=O)C#CC)c2n1,10
C=CC(=O)NC1CCCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CCN(C(=O)/C=C/CN(C)C)C3)c2n1,10
C=CC(=O)NC1CCCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCN3CCN(C(=O)C#CC)CC3)c2n1,10
C=CC(=O)NC1CCCCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CN(C(=O)C#CC)CCN3C)c2n1,10
C=CC(=O)NC1CCCCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CCN(C(=O)/C=C/CN(C)C)CC3)c2n1,10
C=CC(=O)NC1CCCCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCN3CCN(C(=O)C#CC)CC3)c2n1,10
C=CC(=O)NC1CC2CC2C1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCN3CCN(C(=O)C=C)CC3)c2n1,10
C=CC(=O)NC1CN(C(=O)C2CC2)CC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CN(C(=O)/C=C/CN(C)C)C3)c2n1,10
C=CC(=O)NC1CN(C(=O)C2CC2)CC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CCN(C(=O)/C=C/CN(C)C)C3)c2n1,10
C=CC(=O)NC1CCOCC1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CC3CN(C(=O)C#CC)CCN3C)c2n1,10
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4nc(-c5c(F)c(F)cc(F)c5F)ccc34)cc2)CC1,7
COc1cc(OC)c(Cl)c(-c2ccc3c(C(=O)Nc4ccc(N5C[C@H](C)N[C@H](C)C5)cc4)n[nH]c3n2)c1Cl,7
CCN1CCN(c2ccc(NC(=O)c3n[nH]c4nc(-c5c(Cl)c(OC)cc(OC)c5Cl)ccc34)cc2)CC1,7
COc1cc(OC)c(Cl)c(-c2ccc3c(C(=O)Nc4ccc(N5C[C@H](C)N[C@H](C)C5)cc4Cl)n[nH]c3n2)c1Cl,7
COc1cc(OC)c(Cl)c(Cc2ccc3c(NC(=O)c4ccc(N5C[C@H](C)N[C@H](C)C5)cc4)n[nH]c3c2)c1Cl,7
COc1cc(OC)c(Cl)c(-c2ccc3c(Nc4cnc(N5C[C@H](C)N[C@H](C)C5)nc4)n[nH]c3c2)c1Cl,7
COc1cc(OC)c(F)c(-c2ccc3c(C(=O)Nc4ccc(N5CCNC(C)(C)C5)cc4)n[nH]c3c2)c1F,7
COc1cc(OC)c(Cl)c(-c2ccc3c(/C(=N\O)c4ccc(N5C[C@H](C)N[C@H](C)C5)cc4)n[nH]c3c2)c1Cl,7
COc1cc(OC)c(Cl)c(-c2ccc3c(C(=O)c4ccc(N5C[C@H](C)N[C@H](C)C5)cc4)n[nH]c3c2)c1Cl,7
C[C@H]1CN(c2ccc(C(=O)Nc3n[nH]c4cc(/C=C/c5c(Cl)cncc5Cl)ccc34)cc2)C[C@@H](C)N1,7
CNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCN3CCN(C(=O)/C(C#N)=C/C(C)(C)C)CC3)c2n1,7.645891561
CNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCN3C[C@H]4CN(C(=O)/C(C#N)=C/C(C)(C)C)C[C@H]4C3)c2n1,7.332547047
CNc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCOC3CCN(C(=O)/C(C#N)=C/C(C)(C)C)C3)c2n1,8.318758763
CNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(=O)n(CCc3cccc(NC(=O)/C(C#N)=C/C(C)(C)C)c3)c2n1,6.912928794
CNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCc3ccnc(NC(=O)/C(C#N)=C/C(C)(C)N)c3)c2n1,8.698970004
CNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCc3ccc(NC(=O)/C(C#N)=C/C(C)(C)N)nc3)c2n1,8.853871964
CNc1ncc2cc(-c3cc(OC)cc(OC)c3Cl)c(=O)n(CCc3cccc(N(C)C(=O)/C(C#N)=C/C(C)(C)N)c3)c2n1,8.346787486
CNc1ncc2cc(-c3ccc(Cl)cc3Cl)c(=O)n(CCc3cccc(NC(=O)/C(C#N)=C/C(C)(C)C)c3)c2n1,5.890961704
C=CC(=O)Nc1ccccc1Nc1cc(N(C)C(=O)Nc2cccc(OC)c2Cl)ncn1,5
C=CC(=O)Nc1ccccc1Nc1cc(N(CCCN(C)C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1.O=C(O)C(F)(F)F,5.924453039
C=CC(=O)Nc1cc(C2CCNCC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1.O=C(O)C(F)(F)F,6.48945499
C=CC(=O)Nc1cc(N2CCOCC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.410050399
C=CC(=O)Nc1cc(N2C[C@H](C)N[C@H](C)C2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,6.785156152
C=CC(=O)Nc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.543633967
C=CC(=O)Nc1cc(CCCN(C)C)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,6.221125528
C=CC(=O)Nc1cc(OCCN(C)C)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.494850022
C=CC(=O)Nc1ccccc1Nc1cc(N(Cc2ccccc2)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5
C=CC(=O)Nc1ccc(N2CCN(CC)CC2)cc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1.O=C(O)C(F)(F)F,5
C=CC(=O)Nc1cc(CO)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1,5.659555885
