SMILES,pIC50
COC(=O)c1cn2ncnc(Nc3cc(C(=O)NCc4ncc[nH]4)c(F)cc3F)c2c1C(C)C,5
Cc1c(C(=O)NCCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4ccc(S(N)(=O)=O)cc43)c12,4.602059991
COc1c(OCc2ccccc2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
Cc1c(NS(C)(=O)=O)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
COC(=O)c1cn2ncnc(C3C(=O)Nc4ccc(S(=O)(=O)N5CCOCC5)cc43)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(C3C(=O)Nc4ccc(S(=O)(=O)NCCO)cc43)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc4c(c3)N(C(C)=O)CC4)c2c1C,4.602059991
Cc1ccn2ncnc(Nc3ccc(Br)cc3F)c12,4.602059991
Cc1c(C(=O)NCCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4cc(F)ccc43)c12,4.602059991
CCOC(=O)c1cn2ncnc(Nc3cccc(Br)c3)c2c1CC,4.602059991
Fc1cc(Br)ccc1Nc1ncnn2cccc12,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(Br)cc3F)c2c1C,4.602059991
COC(=O)c1cc2c(C3C(=O)Nc4ccccc43)ncnn2c1,4.602059991
Cc1c(N)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
CC(=O)N1CCc2ccc(Nc3ncnn4cccc34)cc21,4.602059991
COC(=O)c1cn2ncnc(-n3[nH]c(=O)c4ccccc43)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(C(C)C)c(O)c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(-n3[nH]c(C)cc3=O)c2c1C,4.602059991
Cc1c(C(=O)NCCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
COC(=O)c1cn2ncnc(-n3c(=O)[nH]c4ccccc43)c2c1C,4.602059991
CC(C)c1c(-c2nnc(CCF)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
CC(C)c1c(-c2nnc(CCCNC(=O)OC(C)(C)C)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
COC(=O)c1cn2ncnc(Nc3cccc4cnccc34)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc4c(C)cc(=O)[nH]c4c3)c2c1C,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1-c1ccccc1,4.602059991
Cc1ccc(Nc2ncnn3cc(CO)c(C)c23)cc1O,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccccc3)c2c1CC,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1OCC,4.602059991
COC(=O)c1cn2ncnc(C3C(=O)Nc4ccc(S(=O)(=O)NCCN5CCOCC5)cc43)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cccc(CO)c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc4c(c3)C(=O)NC4=O)c2c1C,4.602059991
CCc1c(C(=O)OC)cn2ncnc(Nc3ccc(OC)nc3)c12,4.602059991
COCCCNC(=O)c1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1C,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccc(Cl)nc3)c2c1CC,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1C,4.602059991
Cc1c(OCCn2cncn2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
CCOC(=O)c1cn2ncnc(N(C)C3(O)CCCCC3)c2c1CC,4.602059991
CCOC(=O)c1cn2ncnc(C3C(=O)Nc4ccccc43)c2c1C(=O)OCC,4.602059991
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(C(F)(F)F)c(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(Cl)cc2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2nc(C)c[nH]2)c2cccc(F)c2F)C(=O)N3)CC1,7.301029996
CCN1CCC(N(C)c2ccc3c(c2)/C(=C(\c2cccc(Cl)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,6.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2ncc[nH]2)c2ccc(F)cc2F)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2nc(C)c[nH]2)c2ccc(F)cc2F)C(=O)N3)CC1,6.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(C)cc2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.301029996
CC(CN(C)C)N(C)c1ccc2[nH]c(-c3c(N)c4c(F)cccc4[nH]c3=O)nc2c1,5
CCN(CC)CCNc1cc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2cc1F,5
CCc1ccc(-c2ccc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N[C@H]4CN5CCC4CC5)c3c2)cc1,5
Nc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccc(N3CCOCC3)cc12,5
CC(C)c1nccn1-c1cc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@H]3CN4CCC3CC4)c2cc1F,5
Nc1c(-c2nc3cc(N4CCC(C(F)(F)F)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,5
CN1CCN(c2ccc3[nH]c(-c4c(N)c5cc(F)c(N6CCCC6)cc5[nH]c4=O)nc3c2)CC1,5
CN1CCN(c2cc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N[C@H]4CN5CCC4CC5)c3cc2Cl)CC1,5
O=c1[nH]c2cc(Cl)ccc2c(NC[C@H]2CCCN2)c1-c1nc2cc(N3CCOCC3)ccc2[nH]1,5
CN(C)C1CCN(c2ccc3nc(-c4c(NC5CCNCC5)c5cc(Cl)ccc5[nH]c4=O)[nH]c3c2)C1,5
O=c1[nH]c2cc(-n3ccnc3)c(I)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
O=c1[nH]c2cc(-n3ccnc3)c(Cl)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
CC(=O)N1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,5
COCCNc1cc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2cc1F,5
CNCCNc1c(-c2nc3cc(F)c(Cl)cc3[nH]2)c(=O)[nH]c2ccc(Br)cc12,5
O=c1[nH]c2ccccc2c(NN2CCOCC2)c1-c1nc2ccccc2[nH]1,5
COC(=O)c1ccc(-c2cc3c(N[C@H]4CN5CCC4CC5)c(-c4nc5ccccc5[nH]4)c(=O)[nH]c3cc2OC)cc1,5
O=c1[nH]c2cccc(O)c2c(NC2CCCNC2)c1-c1nc2ccccc2[nH]1,5
O=c1[nH]c2cc(NCCc3cccnc3N3CCOCC3)c(F)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
COc1ccc2[nH]c(=O)c(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c(N)c2c1OC,5
Nc1c(-c2nc3ccc(N4CCN(CCN5CCOCC5)CC4)cc3[nH]2)c(=O)[nH]c2ccccc12,5
CN1CCN(Cc2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,5
O=c1[nH]c2cc(N3CCOCC3)c(F)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
CN1CCC(N(C)c2ccc3[nH]c(-c4c(NC5CCNCC5)c5cc(Cl)ccc5[nH]c4=O)nc3c2)CC1,5
O=c1[nH]c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
Nc1c(-c2nc3cc(C(=O)N4CC[C@@H](O)C4)ccc3[nH]2)c(=O)[nH]c2ccccc12,5
O=C1N=c2cnc(Cl)cc2=C(N[C@@H]2CCNC2)C1c1nc2ccccc2[nH]1,5
CN(C)C1CCN(c2ccc3nc(-c4c(N)c5ccccc5[nH]c4=O)[nH]c3n2)C1,5
CNCCNc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2ccc(Br)cc12,5
O=c1[nH]c2ccc(Br)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccc(F)cc2[nH]1,5
O=C(O)c1ccc(-c2cc3c(N[C@H]4CN5CCC4CC5)c(-c4nc5ccccc5[nH]4)c(=O)[nH]c3cc2Cl)cc1,5
CN(C)CC1CCN(c2ccc3nc(-c4c(NC5CCNCC5)c5cc(Cl)ccc5[nH]c4=O)[nH]c3c2)C1,5
Cc1ccc2nc(-c3c(N)c4cc(N(CC5CCCCC5)CC5CCCCC5)ccc4[nH]c3=O)[nH]c2c1C,5
CC[N+]1([O-])CCN(c2ccc3[nH]c(-c4c(N)c5c(F)cccc5[nH]c4=O)nc3c2)CC1,5
CN(C)CCNc1c(-c2nc3ccc(F)cc3[nH]2)c(=O)[nH]c2ccc(Br)cc12,5
CCN1CCN(C(=O)c2ccc3nc(-c4c(N)c5ccccc5[nH]c4=O)[nH]c3c2)CC1,5
COc1ccccc1-c1cc2c(N[C@H]3CN4CCC3CC4)c(-c3nc4ccccc4[nH]3)c(=O)[nH]c2cc1OC,5
O=c1[nH]c2cc(Cl)c(Cl)cc2c(N[C@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
CCc1nc(C)c(CNc2ccc3[nH]c(=O)c(-c4nc5ccc(N6CCN(C)CC6)cc5[nH]4)c(N)c3c2)[nH]1,5
CN1CCN(c2ccc3nc(-c4c(N)c5cc(NC(=O)Nc6ccccc6)ccc5[nH]c4=O)[nH]c3c2)CC1,5
Nc1c(-c2nc3ccccc3[nH]2)c(=O)[nH]c2cccc(OCCN3CCOCC3)c12,5
Nc1c(-c2nc3ccc(CO)cc3[nH]2)c(=O)[nH]c2ccccc12,5
Cc1nccn1-c1cc2[nH]c(=O)c(-c3nc4ccccc4[nH]3)c(N[C@@H]3CN4CCC3CC4)c2cc1F,5
O=c1[nH]c2cc(Cl)ccc2c(NCc2cccnc2)c1-c1nc2ccccc2[nH]1,5
Nc1c(-c2nc3cc(N4CCC(N5CCCCC5)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,5
Cc1ccccc1-c1cc2c(N[C@H]3CN4CCC3CC4)c(-c3nc4ccccc4[nH]3)c(=O)[nH]c2cc1-n1ccnc1,5
Cc1ccccc1-c1cc2c(N[C@@H]3CN4CCC3CC4)c(-c3nc4ccccc4[nH]3)c(=O)[nH]c2cc1F,5
O=c1[nH]c2ccc(-c3ccc(F)cc3F)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,5
NCCOc1ccc(CNc2c(-c3nc4ccccc4[nH]3)c(=O)[nH]c3ccc(Cl)cc23)cc1,5
Cc1cc2cc(Oc3ncnn4cc(OCCCN5CCCCC5)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](O)Cn5nccn5)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(=O)CS(C)(=O)=O)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OCCN5CCOCC5)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OCCNS(N)(=O)=O)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](O)CO)c(C)c34)ccc2[nH]1,5
Cc1c(OCCCN2CCCCC2)cn2ncnc(Oc3ccc4[nH]ccc4c3F)c12,5
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N(C)C)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OCC(O)CNS(N)(=O)=O)c(C)c34)ccc2[nH]1,5
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](O)CCS(C)(=O)=O)c(C)c34)ccc2[nH]1,5
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2nc(C)c[nH]2)c2ccc(C(F)(F)F)cc2F)C(=O)N3)CC1,7.301029996
COCCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(C)cc2)c2ncc[nH]2)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cc(F)cc(F)c2)c2nc4cc(F)ccc4[nH]2)C(=O)N3)CC1,7.301029996
O=C1Nc2ccc(NC3CCN(CCN4CCCC4)CC3)cc2/C1=C(\c1cccc(F)c1)c1ncc[nH]1,6.301029996
Cc1c(NC(=O)NCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
COc1cn2ncnc(Nc3ccc(C)c(O)c3)c2c1OC,4.602059991
CCNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)N4CCCC4)c3)ccc21,7.420216403
Nc1nc2nc(NCCCN3CCOCC3)ncc2cc1-c1c(Cl)cccc1Cl,5.460923901
CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(NC(=O)Nc3ccccc3)nc2n1,7.020451625
C=CCNC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl,7.241088108
CNc1nc2nc(N)ncc2cc1-c1ccc(OC)cc1,4.518557371
Nc1ncc2cc(-c3c(Cl)cccc3Br)c(N)nc2n1,5.274088368
C[N+](C)(C)c1ccc(-c2c3nc(c(-c4ccc([N+](C)(C)C)cc4)c4ccc([nH]4)c(-c4ccc([N+](C)(C)C)cc4)c4nc(c(-c5ccc([N+](C)(C)C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[I-].[I-].[I-].[I-],6.070581074
Cc1[nH]c(/C=C2\C(=O)Nc3cccc(-c4cccc(F)c4)c32)c(C)c1C(=O)NCCn1ccnn1,5.684029655
Cn1c2ccc1c(-c1c(F)c(F)c([N+](C)(C)C)c(F)c1F)c1nc(c(-c3c(F)c(F)c([N+](C)(C)C)c(F)c3F)c3ccc(c(-c4c(F)c(F)c([N+](C)(C)C)c(F)c4F)c4nc(c2-c2cc(F)c([N+](C)(C)C)c(F)c2F)C=C4)n3C)C=C1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,6.920818754
C[n+]1ccccc1-c1c2nc(c(-c3cccc[n+]3C)c3ccc([nH]3)c(-c3cccc[n+]3C)c3nc(c(-c4cccc[n+]4C)c4ccc1[nH]4)C=C3)C=C2.[I-].[I-].[I-].[I-],6.096910013
C[N+](C)(C)c1ccc(-c2c3nc(c(-c4ccc([N+](C)(C)C)cc4)c4ccc([nH]4)c(-c4ccc([N+](C)(C)C)cc4)c4nc(c(-c5ccc([N+](C)(C)C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1,7
C[n+]1ccc(-c2c3nc(c(-c4cc[n+](C)cc4)c4ccc([nH]4)c(-c4cc[n+](C)cc4)c4nc(c(-c5cc[n+](C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[I-].[I-].[I-].[I-],5.886056648
Cc1[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccc(Cl)cc4)c32)c(C)c1C(=O)N1CCN(C)CC1,5.93930216
Cc1cc(C(=O)NCCn2ccnn2)c(/C=C2\C(=O)Nc3cccc(-c4cccc(Cl)c4)c32)[nH]1,6.301029996
Cc1cc(C(=O)N2C[C@H](C)N[C@H](C)C2)c(/C=C2\C(=O)Nc3cccc(-c4ccc(Cl)cc4)c32)[nH]1,6.200659451
Cc1[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccc(Cl)cc4)c32)c(C)c1C(=O)NCCN1CCCC1,7.244125144
Cc1cc(C(=O)N2CC[C@@H](N(C)C)C2)c(/C=C2\C(=O)Nc3cccc(-c4ccc(Cl)cc4)c32)[nH]1,6.251811973
Cc1[nH]c(/C=C2\C(=O)Nc3cccc(-c4ccc(Br)cc4)c32)c(C)c1C(=O)NCCN(C(C)C)C(C)C,6.823908741
C[n+]1ccc(-c2c3nc(c(-c4cc[n+](C)cc4)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(NCCCN)c4F)c4nc(c(-c5cc[n+](C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[I-].[I-].[I-],5.698970004
C[n+]1ccc(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4cc[n+](C)cc4)c4nc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc2[nH]5)C=C4)C=C3)cc1.[I-].[I-],7.522878745
C[n+]1ccccc1-c1c2nc(c(-c3cccc[n+]3C)c3ccc([nH]3)c(-c3cccc[n+]3C)c3nc(c(-c4cccc[n+]4C)c4ccc1[nH]4)C=C3)C=C2.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1,5.259637311
CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(C(=O)N5CCC[C@H]5COC)sc34)ccc12,6.886056648
CC(C)Nc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C)o1,5
CC(C)c1c(-c2nnc(CCCCN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
CC(C)c1c(-c2nnc(N3CC[C@@H](NC(=O)OC(C)(C)C)C3)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3F)c12,5
COCCNCc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C)o1,5
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3cc(-c4ccc(F)cc4)ccc32)c1CCC(=O)O,5.590066877
COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c(C)cc1CCC(=O)O,4.698970004
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc32)c1C,5.121478204
Cc1cccc2c1/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2,7.698970004
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3ccccc3c1C)C(=O)N2,4.698970004
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1c(C)[nH]c3ccccc13)C(=O)N2,5.241088108
Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ccccc21,4.819300799
O=C(O)CCc1ccccc1/C=C1\C(=O)Nc2ccccc21,4.519418213
CCOc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C)c2CCC(=O)O)c1,5.372634143
O=C1Nc2ccc(/N=C/c3cc4ccccc4[nH]3)cc2/C1=C/c1cc2ccccc2[nH]1,4.698970004
CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3ccccc3c1CCCN(C)C)C(=O)N2,6.113509275
CCOC(=O)c1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(CCC(=O)O)c1C,4.780939668
CCOC(=O)c1[nH]c(/C=C2\C(=O)Nc3cc(OC)ccc32)c(CCC(=O)O)c1C,5.076755981
O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2,5.928117993
Cc1[nH]c2ccccc2c1/C=C1\C(=O)Nc2ccc(S(N)(=O)=O)cc21,4.698970004
Cc1[nH]c2ccccc2c1/C=C1\C(=O)Nc2ccc(N)cc21,4.859491957
Nc1ccc2c(c1)/C(=C/c1cc3ccccc3[nH]1)C(=O)N2,5.278189385
O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1CCCC2,5.742321425
Cc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2ccccc12,4.698970004
CC(=O)c1ccc2c(c1)/C(=C/c1cc3ccccc3[nH]1)C(=O)N2,4.698970004
CC(=O)c1ccc2c(c1)/C(=C/c1[nH]c3ccccc3c1C)C(=O)N2,4.698970004
O=C1Nc2ccc(Cl)cc2/C1=C/c1cc2ccccc2[nH]1,4.698970004
CCOC(=O)c1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(CCC(=O)O)c1C,4.698970004
COc1ccc2c(c1)/C(=C/c1[nH]cc(C)c1CCC(=O)O)C(=O)N2,7.045757491
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc32)c(C)c1C(=O)NCCN1CCCC1,5.11407366
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Nc4cccc(Cl)c4)cc32)c(C)c1C(=O)NCCN1CCCC1,6.387216143
CCOC(=O)c1cn2ncnc(Nc3ccc(OC)cc3)c2c1CC,4.602059991
COC(=O)c1cn2ncnc(Nc3cccc(C#N)c3)c2c1C,4.602059991
Cc1c(C(=O)NCCCN2CCCC2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
Nc1c(-c2nc3cc(N4CCC(N5CCCC5)CC4)ccc3[nH]2)c(=O)[nH]c2cccc(F)c12,5
Cc1c(C(=O)NCCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4ccc(F)cc43)c12,4.602059991
COC(=O)c1cn2ncnc(Nc3cc(C)cc(O)c3)c2c1C,4.602059991
COC(=O)CCc1cn2ncnc(C3C(=O)Nc4ccccc43)c2c1C,4.602059991
CCOC(=O)c1cn2ncnc(C3C(=O)Nc4ccccc43)c2c1CC,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(C)cn3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cccc(O)c3C)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cccc(O)c3)c2c1C,4.602059991
Cc1ccc(Nc2ncnn3c(C)cc(C)c23)cc1O,4.602059991
Cc1c(C(=O)NCCN2CCCC2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
COc1c(N)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccc(Br)cc3F)c2c1OC,4.602059991
COC(=O)c1cn2ncnc(Nc3cc(NS(C)(=O)=O)ccc3C)c2c1C,4.602059991
O=c1[nH]c2cc(Cl)ccc2c(NC2CCNC2)c1-c1nc2ccccc2[nH]1,5
Cc1c(NC(=O)CCCN2CCOCC2)cn2ncnc(C3C(=O)Nc4ccccc43)c12,4.602059991
CC(C)CN(C)c1ccc2[nH]c(=O)c(-c3nc4ccc(N5CCN(C)CC5)cc4[nH]3)c(N)c2c1,5
Nc1c(-c2nc3ccc(N4CCOCC4)cc3[nH]2)c(=O)[nH]c2cccc(F)c12,5
COC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ccncc4)c(F)cc3F)c2c1C(C)C,5
CC(C)c1c(-c2nnc(NCCCNC(=O)OC(C)(C)C)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3F)c12,5
CC(C)c1c(-c2nnc(CC(C)(C)CN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
CC(C)c1c(-c2nnc(COC[C@H](C)N)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
CC(C)c1c(-c2nnc(OCCC(C)(C)N)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,5
COC(=O)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,4.602059991
Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(C)c(S(N)(=O)=O)c3)c2c1C,4.602059991
CNC(=O)c1cn2ncnc(C3C(=O)Nc4ccccc43)c2c1C,4.602059991
CCCc1c(C(=O)OCC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.602059991
CCc1c(C(=O)OC)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,4.602059991
COC(=O)c1cn2ncnc(Nc3ccccc3S(N)(=O)=O)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cc(C)[nH]n3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(C)c(NS(C)(=O)=O)c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc4cn[nH]c4c3)c2c1C,4.602059991
CCOC(=O)c1cn2ncnc(Nc3ccc(O)cc3)c2c1CC,4.602059991
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2ncc[nH]2)c2cccc(F)c2F)C(=O)N3)CC1,7.301029996
COCCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(C)c(F)c2)c2ncc[nH]2)C(=O)N3)CC1,7.301029996
COCCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cc(F)cc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.301029996
O=C1Nc2ccc(NC3CCNCC3)cc2/C1=C(\c1cccc(F)c1)c1ncc[nH]1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(Cl)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2ncc[nH]2)c2cc(F)c(Cl)cc2Cl)C(=O)N3)CC1,7.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(F)c(C)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,6.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(C)c(F)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,7.301029996
COCCN1CCC(Oc2ccc3c(c2)/C(=C(\c2cc(F)cc(F)c2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,6.301029996
COCCN1CCC(Nc2ccc3c(c2)/C(=C(\c2ccc(F)c(Cl)c2)c2ncc[nH]2)C(=O)N3)CC1,6.301029996
CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1,7.301029996
CNS(=O)(=O)c1ccc2c(c1)C(c1ncnn3cc(C(=O)OC)c(C)c13)C(=O)N2,4.602059991
CCN1CCC(Nc2ccc3c(c2)/C(=C(/c2nc(C)c[nH]2)c2ccc(Cl)cc2F)C(=O)N3)CC1,7.301029996
COC(=O)c1cn2ncnc(Nc3ccc(Br)c(C)c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3ccc(Cl)c([N+](=O)[O-])c3)c2c1C,4.602059991
COC(=O)c1cn2ncnc(Nc3cc(CO)ccc3C)c2c1C,4.602059991
CCOC(=O)c1cn2ncnc(N(C)c3ccc(Br)cc3)c2c1CC,4.602059991
